4,b,a,b,1,0.791982823,0.7996805086,0.9156996699,0.8582051177,0.9315084694,0.9336507386,0.8343090359,0.788965291,0.9451664348,0.9338621833,0.8984263472,0.8686259934,0.9313236152,0.8763668789,0.862655139,0.9707806178,0.8926660185,0.9215545689,0.9023823833,0.8951166717,0.9280086375,0.8357542396,0.8931995233,0.8653464152,0.8144123508,0.8940779943,0.8974613616,0.9003329236,0.9247434653,0.8486255524,0.8312819912,0.8256923284,0.8311518331,0.8930020435,0.7202750257
31,o,b,a,0.791982823,1,0.9924062879,0.7830112686,0.8136774221,0.8052017912,0.7985801787,0.7501644596,0.5771004816,0.8107079946,0.8076618511,0.7592242984,0.7184299708,0.8247298049,0.6889410173,0.7282247724,0.795024283,0.7654194339,0.824245223,0.828106395,0.8057950636,0.7898951187,0.5899128769,0.763126034,0.7906530468,0.8103502291,0.8390260016,0.837157852,0.75412139,0.7389489643,0.759349228,0.8186389262,0.8236894029,0.819162412,0.7678661147,0.7022883713
32,o,b,b,0.7996805086,0.9924062879,1,0.785592323,0.816172952,0.7927171969,0.8022672027,0.7216521159,0.5808024157,0.8123048164,0.7953959608,0.7564531214,0.717788062,0.8328758811,0.695048034,0.7349285227,0.7994978324,0.7483668549,0.8250712774,0.8368323201,0.813237084,0.7963644401,0.5950436229,0.7703257691,0.7950919222,0.8064843144,0.8413447579,0.8443945241,0.7602705321,0.7444752559,0.732975621,0.8256316075,0.8219866158,0.8256997442,0.7558162426,0.6745509072
33,p,a,a,0.9156996699,0.7830112686,0.785592323,1,0.7877080558,0.8931406271,0.904515615,0.8268684729,0.7937570525,0.907018719,0.9031521204,0.8891246384,0.865711642,0.8896076058,0.8660569668,0.8606558727,0.9172088871,0.8812298384,0.8889576464,0.8423475071,0.9651008631,0.9002698634,0.8187509926,0.8819600578,0.8002100207,0.7719732011,0.8468129076,0.8572354755,0.8824594415,0.9001772958,0.8473785856,0.7818830766,0.7807676624,0.7818274278,0.8822644197,0.6924271828
37,r,a,a,0.8582051177,0.8136774221,0.816172952,0.7877080558,1,0.8276897704,0.83777777,0.7352052959,0.4699185437,0.831488194,0.8236887464,0.7192935791,0.6556088259,0.8749516533,0.6301877145,0.6630858199,0.8181214985,0.7650481075,0.8444956822,0.9279005066,0.7914446456,0.7838575186,0.5167481315,0.7200400026,0.9368542531,0.8924779571,0.9091069745,0.9003322639,0.7236987179,0.7135817018,0.7368380741,0.9014028251,0.9009395524,0.900893129,0.7552088651,0.7744628865
20,I,a,b,0.9315084694,0.8052017912,0.7927171969,0.8931406271,0.8276897704,1,0.9188347348,0.8879250925,0.7811603387,0.9309637468,0.9493235786,0.9007998503,0.8729578331,0.896495715,0.8637456405,0.8531470282,0.9380859175,0.9196060565,0.9366984784,0.8593595661,0.8795419335,0.9096527433,0.8158422652,0.87952381,0.8168905701,0.8169215553,0.877524702,0.8649623737,0.8851883741,0.9045539096,0.8989627001,0.8059200298,0.8187880583,0.8072524363,0.9090718905,0.7642735819
38,r,a,b,0.9336507386,0.7985801787,0.8022672027,0.904515615,0.83777777,0.9188347348,1,0.8563053454,0.8273907602,0.9491931075,0.9325011105,0.9235576119,0.912356721,0.9109072302,0.9130341188,0.8997999704,0.9482088132,0.898844357,0.9260314194,0.860246991,0.9087633706,0.9431730747,0.855401039,0.9221346087,0.7932391151,0.789580233,0.8793761296,0.8777873082,0.920688309,0.9401111993,0.8763745096,0.800032024,0.7978752609,0.7998334706,0.8990890214,0.6935378448
8,d,a,b,0.8343090359,0.7501644596,0.7216521159,0.8268684729,0.7352052959,0.8879250925,0.8563053454,1,0.7479906504,0.890921666,0.9320013351,0.8788946732,0.8498131554,0.82278003,0.8240043342,0.8228774968,0.8700593399,0.953468646,0.8599925247,0.7771928468,0.8208321077,0.8465647475,0.7614090448,0.8334155107,0.7164394568,0.75105514,0.8158160971,0.7991958997,0.8396299949,0.859276566,0.95259521,0.715086229,0.7396751265,0.7160054601,0.8844690862,0.7835558907
21,j,a,a,0.788965291,0.5771004816,0.5808024157,0.7937570525,0.4699185437,0.7811603387,0.8273907602,0.7479906504,1,0.8151232176,0.8022925488,0.8731220211,0.910076035,0.7165708606,0.9430565213,0.8915350704,0.8375855991,0.8023657277,0.7672860006,0.5851466712,0.7800657674,0.8497102245,0.9688224447,0.8726980151,0.4891143275,0.4976766936,0.6274894878,0.6319001444,0.8721079885,0.9164349191,0.7780100923,0.5017754702,0.499386596,0.5017642082,0.8129526737,0.4511548093
23,k,b,a,0.9451664348,0.8107079946,0.8123048164,0.907018719,0.831488194,0.9309637468,0.9491931075,0.890921666,0.8151232176,1,0.9603174455,0.9368704226,0.9167095556,0.9336458289,0.9213369875,0.9201949563,0.9734883565,0.9193806203,0.9544118072,0.8932000793,0.9236005856,0.9558919158,0.845604552,0.936453021,0.8162015464,0.8117271473,0.9085625849,0.9119245362,0.940243065,0.9572604025,0.9006067012,0.817532213,0.8179123167,0.818104518,0.9045392767,0.7264155571
