L,M,P,kUn,kLn,kU,kL,RF,KF,Trip,TripL,Align,Sim,Node,nPH85,MAST,pathdist,pathdistw,BHV,KC,KCw
3.05089953512E-06,3.50938449325E-06,0.7312871791,0.683821215,0.4822417395,0.4527393383,0.7010868719,14.44,851042.266104522,0.4510147059,172027.361713894,5.8941340604,0.8940080656,1.2031799126,0.538,6.49,21.7919430834,7418026.51205737,662531.868746416,20.4251381359,4008019.85573206
3.13274876751E-06,0.1437666391,0.4149973424,0.5047661249,0.0114025998,0.0779794749,0.0017795485,27.7,1004861.3129611,0.6705147059,284103.140807643,6.4174477745,0.8781570828,1.2474640488,0.99,10.78,35.0203498066,9220789.388655,794493.100110629,25.9330865523,4592968.8849118
3.23992458957E-06,0.0356005419,0.6279299526,0.4868043979,0.036423547,0.123489276,0.0335831829,27.2,901378.561269379,0.6693529412,257612.778028106,6.2068235653,0.8996439401,1.2223558983,0.9733333333,10.56,34.5159510374,8303640.62236472,713182.46745874,25.3675412552,4146460.18259772
3.31722775325E-06,0.0006990544,0.5709240076,0.5299466118,0.2595382996,0.267791436,0.4853258926,20.18,958327.765078892,0.5324852941,215099.807944584,6.1829582085,0.8537735036,1.2531424949,0.7373333333,8.28,28.2403424248,8637220.02382688,753790.815735011,22.3594279243,4548440.45505739
3.39851371319E-06,0.0001407771,0.0882681082,0.6317008523,0.0520796756,0.0324284822,0.0860980586,26.56,863539.659294509,0.6439117647,250852.913503473,6.1689228827,0.8396752038,1.2421325265,0.952,10.45,33.6937344052,8338477.97573609,694166.594256229,25.0991618646,3902047.7864246
3.5483520029E-06,0.0243921195,0.9608169673,0.5911858317,0.0720073054,0.1874719772,0.0664103016,26.88,733319.149505075,0.6664852941,209515.603785465,6.2710757021,0.9397386761,1.2475562164,0.9626666667,10.59,34.7968895502,6780695.7909196,581078.289620267,25.7005306037,3411580.34891793
3.62045646667E-06,0.0786756512,0.1077377805,0.6467689343,0.0236680033,0.0289674971,0,27.44,821295.877202946,0.6649411765,248209.506949425,6.1426751582,0.8598597065,1.2276884682,0.9813333333,10.67,34.5846080924,8005549.59748935,654696.840476367,25.1188009539,3686365.48664106
3.75564842703E-06,1.48253060037E-06,0.8659811597,0.8092806677,0.6903954727,0.6574927182,0.8497094818,8.16,527060.357083017,0.3117058824,87209.8438174496,4.9549919247,0.7921772373,1.0211097451,0.3193333333,4.2,14.8974015248,4185731.23343602,397463.737520844,15.6211926101,2501905.87398715
3.89286366238E-06,0.000000105,0.5343298857,0.5195762874,0.2375013575,0.26569155,0.4803916244,19.8,785077.342064422,0.5448676471,187311.824299312,6.2479553502,0.8938174321,1.2561191095,0.7233333333,8.25,28.072612062,7133913.73904046,611519.619247376,22.6882287009,3657322.39659578
3.94375075115E-06,0.0921707507,0.931017789,0.5778963555,0.0134475333,0.1563870779,0.0055224994,27.7,658986.998146467,0.6677058824,177451.545613164,6.5802820513,0.9108583198,1.2766361066,0.988,10.62,35.4812718363,5913368.74028504,517865.098488653,25.846001699,3119236.24110655
4.13988689272E-06,0.097049088,0.5130031115,0.5086286349,0.0076677891,0.0900565863,0.0019512708,27.7,649018.561559349,0.6721323529,188478.293551711,6.4478854479,0.8972222092,1.2689204697,0.99,10.81,35.301621438,6047105.64103394,517440.512547342,25.6684225555,2994727.66733173
0.000004236,0.019039761,0.0511435761,0.6579271628,0.0266946961,0.0126645957,0.0064717578,27.44,727571.358593951,0.6669558823,212702.223010606,6.219968143,0.8418388163,1.2383301632,0.9806666667,10.72,34.9628194782,6972772.40776303,581989.130624881,25.729215497,3352467.04956968
4.35318562422E-06,0.0001896815,0.5924889491,0.5664224915,0.317195778,0.335127615,0.5837921235,17.8,699986.001710211,0.5177794118,163975.007583267,6.09073557,0.8791433997,1.2230046322,0.6573333333,7.65,25.2679738708,6248296.74714792,543938.035114127,21.5907374806,3236223.27762347
4.48480900355E-06,0.0017299559,0.0603060637,0.6655854368,0.034096449,0.0212715106,0.0405414856,27.1,627183.771074137,0.6493823529,186135.259379624,6.0721845654,0.8294607919,1.2309201181,0.97,10.44,34.1988691949,6111595.63890132,506860.292176383,25.2864906516,2808013.52062248
4.63183378174E-06,2.07433205959E-07,0.6210949244,0.6052620889,0.3923356749,0.3748933243,0.6339073892,16.38,600662.013877886,0.4810147059,128255.4788919,6.2547449217,0.8846361086,1.2476042622,0.6093333333,7.3,24.0074605987,5414799.19463778,466471.11118553,20.8608770468,2818225.42122233
4.69183324162E-06,0.0004305278,0.711941972,0.6423219041,0.4079557131,0.3937667955,0.6393141041,16.14,624400.77128405,0.4789411765,135332.149181472,6.0673406038,0.8817928342,1.2091912707,0.5986666667,7.09,23.5888158318,5429144.849525,477823.323704595,20.3847935505,2925853.48998896
4.85710948959E-06,0.0118926033,0.7749298081,0.5266474192,0.1299670903,0.1975900089,0.1710875641,25.52,599605.424594766,0.64125,166278.796069793,6.3708550894,0.8989075433,1.2614175747,0.916,10.07,33.3190023513,5551651.93298243,476099.002450239,24.5551742736,2788540.85732871
5.06954076545E-06,8.61704804237E-05,0.2335728402,0.5430783253,0.0975454629,0.1139877177,0.2469704789,24.4,593581.967881493,0.6154117647,159085.397763729,6.1633580586,0.8489185136,1.2445022838,0.8793333333,9.74,31.9534083519,5493317.27605023,471243.887071807,24.2594728045,2711493.88344336
5.23330632225E-06,8.47353176739E-07,0.5944159444,0.584824685,0.3236303066,0.3415872014,0.5824932613,17.68,556083.960810118,0.5050588235,134765.731025296,6.041783078,0.8804803235,1.2476660823,0.6486666667,7.62,25.9280676553,5377418.64601342,440286.855330686,21.7854552389,2544291.07560431
5.28575195005E-06,0.0006724867,0.2046885766,0.5600189773,0.0795865682,0.0900000326,0.1960800518,25.16,502708.758433098,0.6216764706,141391.20992804,6.1693395493,0.8250761314,1.2482031739,0.9046666667,9.86,32.8882998742,4773328.74418841,406463.532901919,24.6656021262,2262219.58019839
0.000005496,0.0002055269,0.7834797532,0.7402513547,0.5804751369,0.536074014,0.7681212616,12.1,519892.338205459,0.3830441177,82973.681798149,5.8698722944,0.8510640694,1.187279578,0.46,5.47,19.6877510454,4069334.49584146,393042.407339793,18.1421872928,2504685.21341369
5.61375655574E-06,0.000413088,0.0479880953,0.6600906757,0.0235157687,0.012749817,0.0276000906,27.28,476527.041027399,0.6605441176,142540.382123115,6.0615627151,0.8325855278,1.2345944767,0.976,10.65,34.3603316588,4562687.41327313,386355.130154011,25.3185666066,2106482.50051465
5.9425259937E-06,7.28417862336E-07,0.0039190018,0.6671957958,0.0237934341,9.58707140756E-08,0,27.56,485721.99362143,0.6679705882,137718.656887918,6.2842156455,0.8241986695,1.2576296912,0.9853333333,10.66,34.9145978256,4472897.8438336,385164.539087123,25.9764875967,2188275.60914807
6.09745100527E-06,1.1566375283E-06,0.3024449942,0.5336916543,0.1209555128,0.1277129092,0.2971089517,23.88,500197.800949716,0.613,141889.172031431,5.9048370518,0.8647267369,1.2175376749,0.8613333333,9.62,31.4005315756,4831166.30676094,395753.377797641,24.1618061773,2283629.83102598
6.26479730261E-06,2.24123249937E-05,0.6105625498,0.5811187665,0.3333865425,0.3442551434,0.5945740755,17.64,479641.9828428,0.5032352941,114426.082747369,6.0629818792,0.9019773592,1.2319186301,0.6493333333,7.54,25.2366237149,4506098.11190245,371179.007251798,21.3340713103,2199573.81734506
6.45830494291E-06,0.1211653957,0.1175529654,0.6235248073,0.0225095041,0.0299902126,1.25930252235E-42,27.5,433862.126939161,0.6615882353,133880.486808254,6.1869297647,0.8649640927,1.2335767513,0.9833333333,10.62,34.3839898969,4362754.66902856,352484.942188764,25.1003274604,1935071.60955533
6.60821810076E-06,0.0009468491,0.2800877987,0.5603709016,0.0955860923,0.1005047036,0.2163939272,24.98,462594.767678307,0.6275882353,124300.099804172,5.8977488345,0.8565692994,1.2041649903,0.8986666667,9.93,32.148349753,4261951.16719117,369029.961108161,24.408798121,2101283.0945257
6.79565823308E-06,0.0008389119,0.3568212487,0.5220333497,0.1132987802,0.1143511408,0.2467816257,24.58,413227.272462852,0.6138235294,123010.834868238,6.2348218448,0.8634575113,1.2546312576,0.8846666667,9.83,31.7277800118,4174928.67927023,337968.487985986,24.0406631723,1840516.14684224
7.0151004152E-06,3.02567207896E-05,0.4813704191,0.5115691377,0.2221117478,0.2459671335,0.4668208354,20.58,398659.831613117,0.5666176471,99413.1108086245,6.0148069986,0.8741463544,1.1979773193,0.7506666667,8.61,27.8419229532,3596717.06419999,314053.561235236,23.3319445065,1851795.5585973
7.12446586105E-06,1.77467750215E-06,0.5301923189,0.5403559208,0.2603324927,0.2828553712,0.4953287797,19.42,383264.32285112,0.5316029412,94751.6922190585,6.0642174492,0.880940697,1.2235371024,0.7113333333,8.07,26.7103883256,3664374.86590537,303939.212866828,22.2643097286,1781219.52503823
7.51580056596E-06,0.0004037058,0.0793424306,0.6561519866,0.0470685732,0.0213599323,0.0557293008,26.92,363874.085010952,0.6483088235,105925.116599068,6.2771452159,0.8394799667,1.2648047418,0.9633333333,10.58,34.104651191,3514674.8028771,294774.424479957,24.8729350609,1641744.26528974
7.7086877955E-06,0.001334712,0.2775050136,0.5439260941,0.0976767099,0.0917787194,0.2035060076,25.16,352173.84433602,0.6315588235,105855.087676216,6.1115604118,0.8610185042,1.2052351546,0.904,10.01,32.5153069076,3518008.66859006,285316.245030258,24.3081157272,1613377.32276223
7.80569611641E-06,3.33069359176E-06,0.5052495629,0.5177605532,0.228335825,0.2509159411,0.4790191603,20.36,347917.267815058,0.5418823529,82109.5730877465,6.2173229548,0.8695261988,1.2315937724,0.7433333333,8.47,27.9059972442,3139747.63163603,272798.939053731,22.1052076278,1586546.54594634
8.21819114607E-06,3.52351856833E-05,0.257142415,0.5615830108,0.0822742594,0.0985850473,0.2096149269,25,400831.170213569,0.6211764706,109330.934399376,6.1313756521,0.866111903,1.2546883234,0.8993333333,9.82,32.709130118,3719115.51613954,314573.080608593,24.5990523714,1846995.23971487
8.41193215261E-06,0.0109180653,0.7325653814,0.5120367179,0.1045626125,0.1750362323,0.1437757583,25.96,351789.767238461,0.6300735294,95541.7538325047,6.4823119381,0.887691007,1.2710408631,0.9313333333,10.25,33.8927237964,3266274.85188339,277142.663978893,24.5813909638,1625102.38517623
8.75342680334E-06,2.0056007222E-07,0.2062946939,0.5750669481,0.065758364,0.0803230805,0.1731520345,25.52,354710.91927635,0.6333676471,99049.3032021493,6.0034382839,0.8766806186,1.2161704158,0.9166666667,9.91,31.9331555482,3338195.26090508,284075.113909864,24.6391552991,1619638.56936762
8.91906556977E-06,0.0001257429,0.887150446,0.8012616015,0.682401786,0.6578706422,0.8302316042,8.86,232710.239342273,0.2857058824,33622.8746030336,5.1924074259,0.7981321122,1.0687294008,0.346,4.04,15.463846684,1855890.83821516,173195.411415334,15.1122096157,1089705.31548879
9.1791163661E-06,0.0127413412,0.6965464041,0.5231377116,0.1027309173,0.1616551731,0.1216902999,26.22,327666.052087977,0.6426764706,84762.0737005983,6.3176912809,0.8983612183,1.246916752,0.94,10.22,33.4743883788,2861913.93934244,257823.188297864,24.9123711531,1548456.4068483
9.56185128919E-06,0.0030665742,0.0163885687,0.6864418926,0.0205084508,0.003466292,0.0085107747,27.58,320048.607755453,0.6723529412,97944.344402747,6.0814801587,0.8435668004,1.2353232941,0.986,10.67,35.3316497859,3114247.93341169,258266.848222011,25.369835337,1434682.77935884
9.76684393342E-06,7.14757596666E-05,0.4951770345,0.5213772193,0.232741542,0.2607022287,0.4955962945,20.12,316798.207800478,0.5480147059,79260.7686147235,6.0461524864,0.8767956231,1.2438263764,0.734,8.1,27.6189248119,2901911.84647613,250056.28608763,22.6801605028,1479568.78299714
1.00026451278E-05,0.0066441489,0.3396937746,0.5466650963,0.0793749396,0.088105623,0.1044692483,26.24,318959.987249658,0.6510882353,89829.7545451949,6.2929279332,0.8547720071,1.2632998821,0.9406666667,10.35,34.1778817246,2960914.28974805,249550.178692845,25.0167167151,1446948.96848713
1.04595925643E-05,0.000007574,0.1781974055,0.5986609203,0.0600543094,0.0605803341,0.1448238317,25.84,300310.040673555,0.6415,86088.818801346,6.0493936896,0.8596031693,1.2056288915,0.928,10.24,32.9922692464,2848502.00535931,236000.917812193,25.5385225483,1354654.66536211
1.07903151615E-05,0.0007567785,0.7864525766,0.6861693751,0.4622643155,0.4267659192,0.6414753864,15.42,298755.940468739,0.4572794118,58519.0066102116,6.1424630092,0.8838761194,1.2326061803,0.5766666667,6.73,22.8648989606,2516012.09273149,226134.631010164,19.8670339712,1385730.27766962
1.08378898947E-05,6.7284462744E-06,0.2527948181,0.5670495698,0.0943498128,0.0937845928,0.2190143193,25,236797.021083678,0.6261764706,71700.4135737949,6.1953165723,0.8494327872,1.2493441288,0.8986666667,9.92,32.6744356071,2368807.33750174,190673.864134827,24.3658939189,1046343.56971116
1.14426174514E-05,1.45461161766E-06,0.1380890865,0.6252363841,0.0518228017,0.043365884,0.112760356,26.42,281334.516734393,0.6489558824,80046.3271442729,6.0279120324,0.8664713185,1.2404846515,0.9466666667,10.37,33.7220116547,2644077.98618769,223202.828059325,25.1844094387,1268234.36770349
0.000011759,9.63803600479E-07,0.6132946676,0.6000001336,0.3266074431,0.3414396587,0.569514372,17.6,243058.801171664,0.5133382353,58337.8648047057,6.040302947,0.8927897563,1.215184069,0.648,7.6,24.9797875961,2230688.59698633,190766.155468249,21.7426325927,1123330.25164298
1.21366216606E-05,0.0619130032,0.4834033806,0.5235192456,0.0192715055,0.0824675897,0.0053567745,27.48,265995.640874911,0.6540735294,74950.0650664553,6.395956266,0.8840018296,1.2609342095,0.9826666667,10.64,34.9884793605,2471018.9052395,208104.959391602,25.2853526772,1234518.98226311
1.23818216423E-05,1.40505249595E-05,0.5964014401,0.5546866284,0.3081688803,0.3119145554,0.5548232266,18.72,215100.943602312,0.5366176471,54372.532285107,6.0263208736,0.8892603613,1.2227496497,0.6866666667,8.01,26.1772839787,2017683.43627876,171540.101752509,22.0824107299,993665.317763911
1.25828197907E-05,6.38892544069E-06,0.0776769457,0.6307272614,0.0478649466,0.0328145047,0.0823952899,26.6,219131.052508952,0.6480147059,66784.7575885005,6.0165000555,0.8414862554,1.2483234738,0.9533333333,10.28,34.0729026424,2146347.10368789,179789.89774798,25.4020755976,996077.955049793
0.000013078,1.3350815238E-07,0.2836057693,0.5543412258,0.0974523896,0.1103321039,0.2574210026,24.54,206347.058600321,0.6117794118,54805.5694406943,6.2431669997,0.8512984299,1.2693341735,0.8826666667,9.7,32.1714257098,1907117.17118959,164051.677342067,24.1516327206,949157.906508488
1.36200824243E-05,0.024852864,0.3194549324,0.5951803741,0.0205124976,0.0519677628,0.0115064098,27.52,224896.913638109,0.6569705882,65321.1473460472,6.2506420801,0.8557495178,1.2701148704,0.984,10.51,35.1711845027,2114764.47900299,177843.017050981,25.460977122,1019928.70228047
1.37262115992E-05,0.000060857,0.6350550229,0.6051002855,0.3424000839,0.3458877077,0.5859056737,17.8,224832.957698129,0.5206323529,50417.0927428594,6.2908519814,0.8791514573,1.2399225243,0.6526666667,7.67,25.6181157616,1945950.32493709,174804.021119207,22.4456337852,1064937.67742207
1.42222008817E-05,2.09091268861E-06,0.800958603,0.7413130361,0.5577994504,0.5444323528,0.7472444117,12.08,204984.929382803,0.3896764706,40000.7307520463,5.7506225996,0.8523045243,1.161941322,0.46,5.62,19.4818268644,1734855.40310627,155166.962415735,17.8441530072,942597.505852663
1.47113182075E-05,0.002142516,0.140652138,0.6120820905,0.0470251327,0.0445855211,0.0737939907,26.6,246357.256480054,0.6566323529,70795.7691884534,6.1256076424,0.8668107187,1.2274808104,0.952,10.32,33.8011187642,2290678.06612458,193794.187622752,25.1919797662,1128021.74162644
1.53368428652E-05,0.00000185,0.1919180481,0.5947411927,0.086577798,0.0758556324,0.1792666133,25.38,192457.446981272,0.62725,55792.2424911914,6.241014763,0.8519476163,1.2740607352,0.9106666667,9.89,32.6200775822,1857372.20138463,154658.581119547,24.3230305379,873713.603292238
1.58589065558E-05,5.60727341725E-05,0.4649644764,0.512842461,0.1922786923,0.2179953514,0.4304657254,21.4,178861.665593075,0.5768235294,48151.4677566206,6.2168730159,0.8757991126,1.2427165484,0.7753333333,8.78,28.9002523628,1705580.48552849,143406.436260322,23.2441984367,800199.396331447
1.6244206966E-05,2.50470673685E-07,0.8075970277,0.7365431279,0.5552338391,0.519169922,0.7634519476,12.16,147262.358464656,0.4044705882,28076.2250569428,5.7297369852,0.8627286019,1.1840017387,0.462,5.69,20.1227080348,1208268.49831938,114436.658727028,18.9379782578,698515.873528709
1.670470758E-05,5.34875699046E-05,0.7283595012,0.6857815894,0.4866989336,0.4529329352,0.7207566477,14.28,157665.985052356,0.4521470588,33876.2525753837,6.339045399,0.8881965777,1.2606873192,0.536,6.56,22.0143194977,1418430.08580403,122313.142166005,20.1675551226,729530.792180825
1.73056676829E-05,0.0043214835,0.6639660738,0.5329726874,0.1913501148,0.2231109646,0.2984297571,23.5,185049.135490722,0.5846911765,47947.9597160199,6.5237358197,0.8689804552,1.3036401609,0.8486666667,9.21,31.0320628073,1693855.72254275,145719.702335864,23.0698118032,858110.430377573
0.000017807,0.2696017822,0.8772957386,0.5590485865,0.0141704574,0.1311748934,0.0017912146,27.7,167925.515969184,0.6569117647,45459.4861371954,6.3532714785,0.903004277,1.2556327619,0.9886666667,10.57,35.2907697334,1525553.3100974,131775.972660886,25.294876668,767019.43300973
1.80964152363E-05,0.1850617157,0.9807881826,0.6099741248,0.0226923323,0.1682776735,0.0035763338,27.6,153940.29054721,0.6547205882,44075.3057374167,6.5675902153,0.9300340513,1.266466669,0.9866666667,10.73,35.1069709286,1438436.36953487,119646.411361699,25.3319068488,715335.048555233
1.84986711285E-05,0.0110512669,0.9824659372,0.6399685019,0.178795578,0.2427465715,0.2149897115,24.92,173599.938923527,0.6149852941,40974.4034101315,6.5038303641,0.8942650834,1.2745816878,0.8966666667,9.71,33.2217506889,1447093.10288074,133670.386196143,24.112256903,823515.023811919
0.000019253,0.0262069496,0.049415815,0.6746842716,0.0238067901,0.0098378259,0.0036085793,27.44,146269.538633378,0.6615735294,44311.8369162823,6.2396673327,0.8304004976,1.2402771417,0.9806666667,10.79,34.7588503987,1423936.06304406,118576.313180512,25.561055194,637944.040900909
2.00996610221E-05,0.0332109779,0.8513207265,0.5688846991,0.0528970537,0.1589970733,0.0440187716,27.04,144687.914786476,0.6612647059,37902.2276251641,6.3597014652,0.9081723137,1.2448542879,0.968,10.57,34.0819650668,1233960.00094979,113487.156006406,25.4047769739,676189.661141975
2.07268255461E-05,0.0002236563,0.5678433731,0.5605734294,0.2626981042,0.2896384347,0.4994346763,19.22,120114.511194007,0.5136176471,28840.0164039012,6.1902461982,0.8421111159,1.2605238436,0.704,7.88,26.6908845912,1119188.25430398,96249.303135774,21.7810328133,550023.992745827
2.0885938081E-05,0.000016047,0.1449645419,0.6248121552,0.0684220285,0.0605567146,0.140837332,25.8,152953.772739699,0.635882353,43200.2875850284,6.0600488955,0.8479898533,1.241375872,0.9246666667,10.16,32.977138672,1444075.56348013,120344.668391358,24.6146935813,695983.45120886
0.00002171,4.44424886821E-07,0.7622326547,0.7168217516,0.5363536164,0.5089678046,0.7403757747,12.66,118959.942474084,0.4004264706,21791.5486828473,5.8171971362,0.8677571719,1.1833673772,0.48,5.74,20.110645132,987278.39695634,91699.6220956323,18.5723465341,566118.465293835
2.2633857694E-05,1.70789758945E-06,0.7920321638,0.754983527,0.58403148,0.5697494655,0.7763110831,11.22,106910.113272335,0.3613970588,20264.2830703259,5.7104893162,0.8541832532,1.1586213317,0.4313333333,5.09,18.3836478808,902837.179396469,81976.1491452905,17.7352458537,505213.852884355
2.31714514765E-05,0.0546708822,0.5903642968,0.5205000907,0.0168367948,0.1067654836,0.002019286,27.62,130744.251589937,0.6683970588,37099.6169046386,6.5382833278,0.8952923278,1.2769080916,0.9866666667,10.8,35.3486707739,1191408.60051015,102174.745655456,25.9699475202,604035.77358864
2.41143079013E-05,0.0002492209,0.4167163218,0.5268252097,0.165877664,0.1731972587,0.3723051577,22.58,125709.390171302,0.5977794118,33219.7195112697,6.1426011766,0.8598235891,1.2437112757,0.8153333333,9.23,30.2034864675,1144680.49372327,99854.9004432258,23.6978540992,586343.049755094
2.42128560257E-05,8.89268028075E-07,0.293066214,0.5502324088,0.1178346606,0.123747926,0.285814295,23.94,118190.961343432,0.62025,35268.2934459623,6.2355033023,0.8701263518,1.2636791645,0.8646666667,9.8,31.4082972465,1161956.8835083,94262.3627980914,24.5207869796,533256.138026215
2.52298038872E-05,0.0008992513,0.618966873,0.5777093613,0.2637314568,0.2764486014,0.4807010101,20.2,111010.530739186,0.5372205882,27697.117552038,6.152953269,0.8606384438,1.2317472793,0.736,8.34,27.9782193481,1040563.25651996,88800.0952929326,22.2347242171,512826.930475401
2.57173287302E-05,1.05411272643E-06,0.9214213886,0.8625765881,0.7766408341,0.7690713168,0.8927530628,5.78,61149.2898613701,0.2081029412,8413.76741853,4.1640531691,0.6367967865,0.825660436,0.2346666667,2.79,10.4448566483,447813.549560436,44713.5606265289,11.1713569405,286531.545596132
2.67837622459E-05,7.64330617441E-07,0.6930498832,0.6850306326,0.4636199352,0.4362553992,0.6836563963,14.86,96825.4998231082,0.4504852941,20142.5067904811,6.0321611444,0.8733785547,1.2071368497,0.5566666667,6.57,22.2284486623,820701.462538441,74290.0780314367,20.3305709637,456331.774456961
2.72903868076E-05,0.0052460488,0.4001963936,0.5389822324,0.0931619263,0.1115941559,0.1427581404,26,104511.315758764,0.6431617647,30217.0502057514,6.3468007548,0.854140504,1.2543709473,0.932,10.23,33.5716404996,986130.946161875,83470.6864375748,24.5084148475,477569.58729697
2.8390574547E-05,1.37253756971E-07,0.7655881804,0.723051657,0.535554149,0.5073419587,0.7417330174,12.54,93899.1388494664,0.3988529412,16929.3709982847,5.8373246753,0.8603579761,1.18373746,0.4773333333,5.78,20.0883183194,755997.515230978,72344.3685602422,18.4616550792,455993.995697615
2.91778576076E-05,8.43967006984E-05,0.3895837369,0.543151383,0.1609598839,0.1841251728,0.3724278356,22.16,103172.075974454,0.5911323529,27734.2471676931,6.0394992785,0.8645692479,1.2231542214,0.8026666667,9.14,29.9529071524,958412.935036689,81061.9122442183,23.8473121453,470306.577382926
3.03943311502E-05,1.87722185453E-06,0.6281230676,0.6215458396,0.3411173397,0.3459679114,0.6125676771,17.62,90568.0400392722,0.5147352941,20826.9489751909,6.1596212676,0.8876029515,1.2372017037,0.6486666667,7.78,25.6137532122,803067.655684263,70787.4896871708,21.4306143751,417433.891354348
3.07809267071E-05,2.13323536862E-05,0.6053565172,0.5874356549,0.3011048997,0.3129232503,0.5449531286,18.84,100341.174313589,0.5139705882,23301.2345201249,6.3366944722,0.8733081664,1.2606598932,0.6893333333,7.85,26.2181406914,918835.502757799,79028.1994086972,21.7624473847,461823.443420998
3.24919080914E-05,0.0064962697,0.4492663361,0.5515803464,0.1203182525,0.1237761388,0.1821866211,25.32,87863.3603300679,0.6244117647,24552.5198741759,6.293000777,0.8696124343,1.2244737474,0.91,9.98,32.1339227095,821110.352978422,70012.0646121493,24.1025804651,399745.685601641
3.31533227187E-05,1.80072316721E-07,0.2151268093,0.5998983371,0.0997269614,0.0943349129,0.2328823264,24.78,81741.5404536892,0.6313823529,24347.9746364166,6.251966145,0.8427351784,1.2568102623,0.8926666667,9.91,32.6158191154,799044.29675299,66567.7864146044,24.6284797431,360977.275797188
0.000034208,0.0016445324,0.6667907506,0.5865686681,0.2898320264,0.2926339757,0.4921518298,19.84,81354.061583896,0.5176176471,18630.9492961798,6.3611325341,0.8475107616,1.2509903866,0.724,7.99,26.9439409842,736883.682847579,64215.3061908087,21.881016032,380805.899896595
3.55983124508E-05,8.81610934731E-05,0.467875775,0.5572442614,0.1892975919,0.2098297684,0.3995485305,21.42,76034.1859504878,0.5726911765,21001.0381525065,6.2749666445,0.869223794,1.2583546278,0.778,8.79,29.0482203225,738452.213649212,62004.4459886314,23.1856303707,340847.815201803
3.64237359151E-05,0.0061689424,0.4347769394,0.5644403542,0.1064479372,0.1131671836,0.1617246365,25.58,75313.4419796143,0.6439117647,22725.6824504747,6.382009102,0.8535286073,1.2703852685,0.918,10.16,33.5423479897,731668.296989506,60502.0795091245,24.9061551142,334611.546944595
3.74323599977E-05,7.36379561E-06,0.3129057387,0.5780238575,0.1122322723,0.1310631327,0.2728308403,23.72,76246.0324986738,0.6080735294,22686.7680588318,6.2086170496,0.8550067437,1.2583558948,0.856,9.5,30.8829965757,758353.093457767,61589.6052376848,23.8812398141,339839.934800887
3.7915942346E-05,0.0076642776,0.3687273612,0.5888048618,0.0683614375,0.0841872416,0.1017488748,26.54,69908.874933497,0.6469264706,21352.6037536881,6.3051070041,0.8407937349,1.2530832344,0.9506666667,10.39,33.8599433841,677371.537156776,56613.437373403,24.894096863,315735.151535976
3.94809017832E-05,0.2553002783,0.9377951264,0.604365409,0.0233391726,0.157511962,0.0056682319,27.42,71196.4202340972,0.6717058824,20135.3101807948,6.4179420302,0.9232707036,1.2438968992,0.9806666667,10.74,34.3134534583,645929.662271219,56742.7349159081,25.4118811746,331444.421329582
4.13518288025E-05,0.0757795435,0.2210292838,0.6353432191,0.0135816636,0.0390258283,0,27.62,76501.1374849308,0.67175,23248.2539079134,6.2564974747,0.8581977722,1.2372142739,0.9873333333,10.75,34.9637979403,723525.76197011,60936.3281763369,25.2778122049,340046.406816334
4.24416847557E-05,5.01132448052E-07,0.0853785687,0.6718142117,0.0608528348,0.0315571475,0.0835717712,26.46,76135.6673116816,0.6426617647,21481.9975035511,6.1733896659,0.8324990169,1.2325160329,0.948,10.3,33.820158049,712093.659813436,61528.8537762389,24.9098181307,341622.206538969
4.27779240942E-05,0.0376034533,0.0648154102,0.6917659587,0.0281780411,0.0151702394,0.0052513471,27.48,70953.4096751495,0.6815294118,20593.8920755376,6.0688999057,0.8219042015,1.2324036326,0.9826666667,10.76,35.2135834961,643982.562520851,57521.8966001839,26.0752427525,326649.186683604
4.43080530534E-05,0.0048337888,0.5881506063,0.5605872008,0.1555876926,0.1773805596,0.2517159466,24.26,66284.2390036712,0.6193823529,18364.4526059034,6.0751764624,0.8657044617,1.2268734276,0.872,9.66,31.8309028602,608005.883597527,52531.7393331837,23.999099359,304492.849940135
4.52707971573E-05,1.15280211387E-06,0.3172027659,0.5788089129,0.1254044983,0.1282067958,0.2803938557,24.02,71231.8438839748,0.6015735294,19409.6111565309,6.219230686,0.8576719604,1.2495154777,0.866,9.49,31.4929103948,666650.807182305,56467.2665615131,23.7463166909,323814.29994333
4.80027255196E-05,0.0121637976,0.8953993404,0.6062323068,0.1350598927,0.2113274803,0.1619892284,25.6,60454.0922386223,0.6407058824,16456.7073362665,6.3288955211,0.9112911525,1.2486941831,0.9186666667,10.13,33.5419673597,542926.549817555,47551.1153222497,24.6367434454,279201.690610192
4.89368633183E-05,0.0076298304,0.378566051,0.5977923118,0.0713340319,0.091997963,0.0993270672,26.34,63049.4306224971,0.6408970588,18016.8062255936,6.2628856144,0.8430550215,1.2311765385,0.9426666667,10.25,33.0816477664,584226.71404722,50186.6772992584,24.8218389741,281177.798661832
4.99415618064E-05,0.0025864121,0.5153464518,0.5672875652,0.1616629082,0.186794276,0.3072078695,23.52,61037.1251660983,0.5880441176,15939.0551976731,6.3163618326,0.8597917273,1.2410537315,0.848,9.23,30.6068945711,559995.835798476,48459.1544208551,23.3035905297,279434.305505664
5.20577560139E-05,0.0016845991,0.0911431805,0.6929075012,0.0506372179,0.0241987949,0.0523813773,26.72,65893.2379143167,0.6411764706,19291.7571175569,6.1547458097,0.8380002927,1.2606314055,0.956,10.41,34.4567480324,627826.979484748,52433.9355761,25.0158568816,296349.309296589
