L,M,P,kUn,kLn,kU,kL,RF,KF,Trip,TripL,Align,Sim,Node,nPH85,MAST,pathdist,pathdistw,BHV,KC,KCw
1.76600388762E-07,9.0072460777E-05,0.9266024612,0.8701574549,0.8029901814,0.7728547045,0.904343755,5.44,8623410.18942033,0.2038088235,1088300.40982252,3.7051709124,0.6271212439,0.7726442997,0.2213333333,2.96,10.5397630435,62311736.417731,6367213.16574035,10.9360967189,41601736.6013167
1.82570805185E-07,0.0089775642,0.9796415369,0.6242525703,0.1794852776,0.2531836993,0.2370428524,24.74,16045053.5464168,0.6140441176,4089243.93183492,6.5049850427,0.9170167957,1.2579463954,0.8913333333,9.81,32.0284078678,141843462.624016,12549795.599878,23.796371304,75415699.0028241
1.87353895901E-07,0.0082959006,0.7270034418,0.4806159056,0.1238947117,0.1770608289,0.1905466216,25.24,15603876.3717775,0.6200441176,4154593.43684118,6.2806698024,0.8899099729,1.2194012624,0.908,9.96,32.3111375664,142614658.306495,12357721.6033621,24.2975270527,71977522.9083248
1.93520259949E-07,0.1405167239,0.0080814993,0.6615081041,0.021633748,0.0011446165,0,27.6,13625171.9725247,0.6705735294,4173609.21202103,6.068790626,0.84281191,1.2303441647,0.9866666667,10.8,34.337955674,135771748.732909,11233502.5836893,25.2548454537,60991825.5352807
0.0000002,0.0001213092,0.7439610214,0.6824611892,0.4643406527,0.460798143,0.6813697057,14.1,14393936.5584511,0.4278823529,2467814.0072487,5.9962687035,0.8574729363,1.2100895244,0.528,6.26,21.8243240656,114969325.077458,10959654.2165483,19.4880518881,69718867.1671074
2.09631223195E-07,0.0008637831,0.5376860311,0.4766814144,0.1828356008,0.2218430743,0.3947140785,22.06,14196794.534334,0.5462205882,3316734.15744509,6.293200938,0.8784549045,1.2397119086,0.8,8.59,28.644534989,127372321.63922,11248280.2289183,22.2648409805,66168712.3548637
2.12834693247E-07,0.0003975801,0.5745410861,0.5154990696,0.2630350344,0.2756980991,0.5227990502,19.76,13396297.8637046,0.5433529412,3513717.42550551,6.0378262016,0.8733379626,1.2416180628,0.724,8.26,27.5023008686,129762609.238859,10618171.9197424,22.1330239867,61485728.8901902
0.000000219,0.0005172623,0.8460777037,0.7585535054,0.5929036443,0.5506692784,0.7506596288,12.02,11398135.1081113,0.3779852941,1916477.6444147,5.3505648241,0.8395794432,1.1123602852,0.452,5.41,19.0398979043,93141943.8181951,8626645.04738132,17.9452232352,54148012.6785297
2.23873725674E-07,0.0003517888,0.8144596346,0.7247015305,0.5707586381,0.5114021678,0.7405542104,12.84,10657620.2797095,0.3951617647,1828929.83697377,6.0039026529,0.8424546357,1.2129205484,0.486,5.71,20.317881081,88115621.4212954,8169791.09069766,18.2532492389,51471125.9279297
2.35942917774E-07,0.1667068443,0.0874710442,0.6477622747,0.0227075632,0.018945199,0,27.48,12629716.4837523,0.6629117647,3655457.89400562,6.2564110612,0.8671154539,1.2466483551,0.982,10.64,34.3981441454,120770272.497955,9959727.5066451,25.0571438618,57098134.6009026
2.43899078095E-07,0.0643149832,0.2638959813,0.5837555735,0.0126308174,0.0528604552,0.0054137704,27.6,12908837.5770109,0.6665294118,3794775.43128767,6.3311126096,0.8742541743,1.2439026034,0.9853333333,10.78,34.6553206059,124468647.35256,10233589.7983548,25.5516236073,58367161.0830983
0.000000251,0.0003546785,0.3598912515,0.4876778464,0.1301617308,0.154393318,0.319948676,23.3,11702413.1171413,0.61025,3270968.23247794,6.3047680098,0.8692583313,1.2765434315,0.84,9.41,30.6107700583,112805042.811999,9388668.16546192,24.0140923186,52468845.8430765
2.567645993E-07,1.16928874875E-05,0.4070975519,0.4583325342,0.1549519238,0.1938748371,0.3885046523,22.22,10819736.8167081,0.5882352941,2825581.52061701,6.1229772172,0.8834345287,1.2313160982,0.802,9.06,29.3798083154,99815687.5044812,8596231.1762087,23.4140221463,49154426.6135047
2.66202508045E-07,0.0140330921,0.3425258684,0.5366443216,0.045262423,0.0767619762,0.0552510304,27.08,11876211.9117243,0.6540294118,3441364.91151735,6.2363665501,0.8725247847,1.2408596173,0.9686666667,10.52,34.0737783982,112708032.493182,9285915.97421154,24.9010899553,53876032.9746727
2.72460983384E-07,0.094334136,0.2459603533,0.5779766384,0.0103953414,0.0488163897,0.0017853529,27.58,10328662.2245174,0.6655882353,2990335.99305339,6.1917839383,0.8719112107,1.2387847209,0.9853333333,10.7,34.8621573304,98126419.6834378,8269838.18469515,25.2963173959,47308146.9057107
2.81660927062E-07,1.58730835315E-06,0.6253056,0.595562413,0.3423272299,0.3469895164,0.5925226639,17.22,9544356.77265212,0.5045147059,2230553.5005707,6.1863939671,0.8765490506,1.2594977228,0.6326666667,7.5,25.1718974818,88277612.4742845,7525706.63675846,21.2463689619,44209010.9906058
2.90130854524E-07,0.118528176,0.2257478982,0.6075258495,0.0179058334,0.0399228276,8.98680569092E-39,27.6,10435515.1222849,0.6559411765,2940966.94070953,6.176239455,0.8472172652,1.2508231268,0.9866666667,10.52,35.1125517693,97625158.9300632,8267503.41588237,25.1837934079,47159001.6693138
2.97549550845E-07,4.82094010173E-05,0.1433338793,0.5962287779,0.0644739515,0.0650076936,0.1562421981,25.72,10597057.2617779,0.6353088235,2958130.64165653,6.1459832112,0.8604318867,1.2466551769,0.9233333333,10.14,32.8752942866,99164067.5531809,8304353.80984986,24.9853128941,47895258.9158678
3.04385034848E-07,0.0036431932,0.1155791723,0.6374192474,0.0490684138,0.0326010677,0.0761781901,26.88,9490571.75712623,0.6497205882,2815526.95362346,5.9710939893,0.855891761,1.2257313242,0.9626666667,10.39,34.1636371725,92561325.1307419,7622219.40195505,25.3258977227,43071049.3811351
3.13225777082E-07,6.13208122968E-06,0.4110513388,0.4632031966,0.1536840447,0.1990922495,0.4018967175,21.92,9999434.56688015,0.5734852941,2454837.61628628,6.1364553225,0.8708833895,1.2354198888,0.7953333333,8.95,29.4037542206,90333697.4163235,7899142.15232166,23.3739738214,46748362.5583962
3.25332522101E-07,0.0001353454,0.7733663582,0.7187368019,0.5163083134,0.5087253333,0.719252966,13.08,9524756.73012508,0.4075,1642276.92010544,5.9077148407,0.8738528135,1.1748509557,0.4933333333,5.92,20.3268712771,79461596.6762988,7252878.18223126,18.4686736759,44111506.1922509
3.37915674727E-07,2.45376218288E-06,0.2975999892,0.503645813,0.1165442716,0.1347413577,0.2919852209,23.88,8429376.79886705,0.6065882353,2377424.77635515,6.0336831779,0.8740792558,1.2210703417,0.8626666667,9.42,31.5132940989,82143045.2677624,6744337.70676294,24.0239425033,38324603.1300037
3.40170428609E-07,0.0001564681,0.97230981,0.8865796656,0.8353245503,0.8042788215,0.9256208507,4.78,4527905.94428137,0.1901911765,643949.593847931,3.4651461316,0.5855110741,0.7515121695,0.194,2.65,9.2741762537,34735729.2462721,3256619.62278885,10.2760727849,20420162.9775906
3.54170439786E-07,0.0002641611,0.5222599211,0.483785323,0.216320676,0.256324849,0.4653019914,20.4,7972793.42851666,0.5451176471,1984709.78523259,6.3070377955,0.8706471479,1.2636429342,0.7453333333,8.33,27.797697516,74231919.5657877,6283214.96532063,22.5869549035,36928223.7677516
3.68093350796E-07,4.52993663758E-06,0.550764897,0.5442835826,0.2911564038,0.3361649293,0.5687531525,17.6,7577261.71553768,0.5061029412,1744659.6346249,6.1826002331,0.8674387259,1.2391536942,0.6453333333,7.63,25.103941783,68819449.4415076,5973645.82219086,21.604553284,35309257.5485157
3.80084473541E-07,0.0138856247,0.8708217997,0.5468557865,0.1190530754,0.2034000541,0.1546131297,25.8,7351153.14234317,0.6335147059,2015605.22771482,6.4544005994,0.9034524424,1.2654760294,0.9253333333,10.14,33.4349894658,68851434.5746506,5837109.46548067,24.6460408103,34159524.74255
3.82920095391E-07,0.1123876857,0.8044598741,0.4867070406,0.0140193714,0.1402811757,4.36857545064047E-22,27.56,6791228.87856411,0.6631617647,1974775.71308913,6.2322967033,0.9133725275,1.2340515945,0.9846666667,10.71,34.8772806916,64958505.7663211,5430952.30935348,25.4864143958,30829687.3965108
4.05723512381E-07,7.2973501913E-05,0.7570516989,0.7090207596,0.514562154,0.4932236778,0.712532564,13.38,7386403.4097188,0.4136029412,1375083.22227977,5.7335877733,0.8922073926,1.1599809782,0.5073333333,5.96,20.5593758758,61742728.1215695,5670655.62414753,19.3450095236,35372098.8682145
4.06774828586E-07,1.72859433781E-05,0.631495409,0.613682012,0.3798582745,0.3808549735,0.6360547722,16.38,6404863.00748689,0.4946176471,1502145.84173505,6.1085481185,0.880841596,1.2415202557,0.608,7.4,24.2948576591,59549799.4260809,5077508.29200293,21.0859115108,29740697.795025
4.26349978091E-07,4.3808469673E-05,0.2297576586,0.5405879848,0.0810945683,0.0973756332,0.2022698789,25.1,7386389.99328493,0.6317205882,2105454.67635449,6.1302041292,0.8762503113,1.247099523,0.9006666667,9.98,32.6044743904,70252461.5631465,5850724.54388374,25.1307474357,33563518.3474309
4.35626090491E-07,0.043408367,0.5069115782,0.4903772533,0.0251667595,0.1027842979,0.0230283046,27.44,7461186.56855623,0.6616617647,2008238.73753614,5.9110565268,0.8998163097,1.2006609379,0.9806666667,10.73,34.6060206708,67139578.203115,5797672.50905338,25.4175060226,34202305.2973925
4.55339095137E-07,1.09957136598E-06,0.6842400163,0.641065445,0.4130741442,0.3982442341,0.6323813551,16.2,5877873.66411527,0.4569558824,1226255.44130934,6.0358937174,0.8857281165,1.2203542096,0.6013333333,6.76,23.5399092528,52792814.7442925,4546900.95967066,19.9602451746,27669222.5654843
4.66350260005E-07,3.19529310536E-07,0.5619161499,0.5319861652,0.2639388362,0.2935159387,0.5169356442,19.04,6315847.94969147,0.52825,1466647.95642362,6.090463925,0.8855885496,1.2232257654,0.6986666667,7.91,26.1883467913,56815392.3958641,4979997.88560758,22.704609792,29266100.8049685
4.72420459721E-07,1.95952969383E-05,0.4028427648,0.4632352489,0.1453058004,0.176545275,0.3568029896,22.54,6033893.13189154,0.5842941177,1630446.50187246,6.2462026862,0.8963455379,1.2573630974,0.8146666667,9.09,29.3149474452,57244424.3108709,4797841.31854635,23.381162958,27614305.2727922
4.99395036667E-07,0.0002992578,0.000481732,0.6747613462,0.023937642,0,0,27.54,5991099.35801604,0.6574264706,1739185.90006186,6.2115072983,0.8455712587,1.2558367264,0.9833333333,10.68,34.5821189462,57609827.3008656,4805697.40090921,25.4907743375,27384003.5313461
5.08809901165E-07,5.69521565871E-07,0.9421639447,0.8878283079,0.8362404183,0.8117601808,0.9308430993,4.44,3045649.59213784,0.1738382353,421517.245598297,3.3323979354,0.515762348,0.6814837539,0.18,2.36,8.371087041,22864859.377203,2196064.75780136,9.2698377925,13981707.104229
5.31058318505E-07,4.12816167573E-07,0.8969707833,0.8334925578,0.7345212358,0.6998003637,0.8719813335,7.08,3506858.2062009,0.2538676471,495502.313201303,4.4997948995,0.7388728324,0.9338018726,0.282,3.55,12.8470288425,27313548.7934527,2589389.97992595,13.1256961955,16485998.7189783
5.36667600151E-07,0.0683040139,0.7952935934,0.5152366239,0.0129683774,0.1391258099,0.0057816924,27.66,5392599.39515925,0.6636176471,1511851.37083861,6.4394774947,0.9126285008,1.2706550111,0.9886666667,10.76,35.2361803804,49345682.6398914,4171688.51444333,25.6135870035,24869325.6112605
5.5821323339E-07,1.81472991234E-05,0.3526588949,0.4675965938,0.1298213134,0.1645067534,0.3268969504,22.96,5663137.92752423,0.5905735294,1556351.81296822,5.8220444555,0.8783195576,1.2195561388,0.8313333333,9.24,30.1362725492,54755183.9190776,4501108.11693512,23.4629812221,25210913.6909526
5.78252900218E-07,5.91611426005E-05,0.9041036146,0.8173722164,0.7100557389,0.6888590121,0.8687704119,7.68,3407608.3088952,0.2825147059,557013.668390611,5.0721441059,0.7894350723,1.0463496092,0.306,3.9,13.8410116742,27355443.1426578,2511378.4413149,14.7426887661,15757380.5153721
5.81503196507E-07,6.35364673142E-05,0.8913820447,0.8209688993,0.721407454,0.677379076,0.8636709505,7.8,3881581.9459356,0.2819705882,593850.904002124,4.8924443334,0.7628472797,0.9929107873,0.3053333333,3.94,13.7048726086,30377158.0816435,2875303.42419997,14.0363191235,17964845.465472
6.05070831556E-07,3.43092087931E-05,0.8606738054,0.792904865,0.6682256643,0.6389581593,0.8471258586,9.18,3915113.40023583,0.3155735294,629528.117642081,5.5842005217,0.8573154588,1.1317424407,0.358,4.31,15.9541112386,32448747.7565488,2938270.64130745,16.0608496485,17961042.1953423
6.28803820044E-07,0.0820138885,0.9136857245,0.5352777219,0.0167431779,0.1559038213,0.0094667435,27.52,4538120.3718353,0.6524264706,1094941.55075064,6.2566626152,0.9200586749,1.2360978472,0.9833333333,10.59,35.0634959604,38746445.7143316,3549282.72345185,25.1002864844,21393470.2482111
6.43212834093E-07,2.2586438754E-06,0.7692296647,0.7141395064,0.52422746,0.5001714237,0.7369883597,13.12,4388377.43541335,0.4241029412,836135.48215641,6.0418285048,0.8727262017,1.2068539091,0.4946666667,6.1,21.0460344129,37129582.3081716,3344076.03861141,19.5705939548,20991731.2026889
6.57407093866E-07,0.0034972892,0.9880107801,0.7208391359,0.4420503915,0.4204740175,0.5337414203,18.44,4179767.28800017,0.4666323529,789295.280757636,6.2159262404,0.8669187565,1.2587323119,0.6733333333,7.19,25.7879789136,34208083.661296,3194483.79889831,19.7606975873,19750619.4143701
6.87929552552E-07,4.23917775718E-07,0.405569581,0.4738002021,0.1411522033,0.1757295148,0.3290225316,22.76,4158246.63775777,0.5791029412,1063080.8887403,6.2503089133,0.8687148552,1.2446694678,0.8226666667,9.06,30.1292292996,38249653.5961958,3352762.19211804,23.6163157246,19338467.6377556
6.99266172345E-07,1.55886987149E-07,0.4135289791,0.4918955821,0.1656476852,0.1769085072,0.3764043959,22.38,4391604.22256905,0.5816764706,1093956.44429149,6.1256662504,0.8836674529,1.2285564722,0.81,8.99,29.7319147033,39756679.7510684,3443048.11318633,23.6071469183,20201161.7040563
7.26243033881E-07,0.2278458138,0.8686678146,0.5211890147,0.0212335701,0.1466726452,0.0017848954,27.62,3791764.00974378,0.6671470588,995794.307265803,6.3246584804,0.9144860461,1.2385812073,0.9873333333,10.65,34.9643431714,33329709.3130315,2983663.35563971,25.6578860883,17924750.4110185
7.52113620516E-07,1.82892571206E-07,0.5244992026,0.5062663614,0.2425258639,0.2768408359,0.5186844901,19.84,3929876.26793885,0.5464117647,961844.664107351,6.2660555556,0.889190527,1.2533014812,0.724,8.33,27.559520743,36434932.8756006,3111013.24654921,22.6031296078,18483586.7831284
7.75852583842E-07,0.0022379357,0.4260864158,0.4730673038,0.1465281101,0.1498744065,0.2758949473,23.88,3684450.81195594,0.6003235294,989482.49550678,6.3397171162,0.8669488092,1.2416758533,0.8606666667,9.55,31.223879969,34953757.5551445,2945375.0072389,23.4896940784,16899866.260036
7.95309159247E-07,0.000000244,0.9151928366,0.8654936546,0.7937324071,0.76945204,0.907827844,5.32,2032194.39211128,0.2144264706,262495.60362628,3.839700272,0.6647440924,0.7988114662,0.22,2.93,10.1350595794,14747867.0205855,1490030.54807015,11.9031107901,9755449.00426827
8.26083174698E-07,0.0176699539,0.0214751897,0.6684925571,0.0227431855,0.006341883,0.0021641051,27.58,3623991.36557488,0.6746617647,1118908.59546437,6.0536066434,0.8547524811,1.2186198938,0.986,10.68,34.6269269691,35664238.5442212,2880786.37238144,25.3861950812,16374650.0543946
8.51070362015E-07,0.0001616993,0.2313619653,0.5580267068,0.0834946698,0.093322442,0.2142817037,24.92,3385074.5457046,0.6268382353,991165.287707994,6.0706631702,0.8599364809,1.2168568285,0.8933333333,9.91,31.4599993861,33317864.1646442,2734796.20711874,24.5973504755,15192864.0499435
0.000000861,5.79265461613E-06,0.7193158326,0.6570127976,0.4197503964,0.4238679038,0.6632984301,15.02,3229314.13147999,0.4643529412,662247.933796289,6.0681515429,0.8730277072,1.2284639422,0.5633333333,6.66,22.3797480966,28197628.4928065,2504100.51653132,20.6632853664,15117847.621644
8.87400409961E-07,0.0011055335,0.1835444402,0.5750342281,0.06734709,0.0697995067,0.1377413975,25.82,3699334.32263292,0.6357205882,971934.133550248,6.1474421967,0.8569308007,1.2424297411,0.9266666667,10.09,32.9020436865,32957897.3977184,2874846.7945539,24.7169394271,16980233.3364516
9.13863366894E-07,0.0427192336,0.0697713043,0.658865607,0.0140824451,0.0133722604,0,27.68,3361012.93504862,0.6698382353,964441.495532306,5.9814401432,0.8491097447,1.2321361399,0.9893333333,10.74,35.5217704056,31273750.6307991,2697591.91275583,25.96854202,15552814.8813972
9.36763469599E-07,9.19159938557E-07,0.9699500759,0.9168957113,0.8742672942,0.8698126524,0.952651287,3.14,953679.741206814,0.1341470588,151765.627656176,2.5775647963,0.4158288894,0.5333542451,0.13,1.73,6.0646363259,7254824.50129073,684808.485405674,7.2573044785,4275928.39299334
0.000000978,2.67402133085E-05,0.3903797224,0.4711969721,0.1566159438,0.1919827052,0.3947433114,22.3,2789947.26015612,0.6018823529,783343.520371622,6.0818540349,0.8858032172,1.2236346234,0.8073333333,9.22,29.7076157465,26937594.4415384,2219425.45719393,23.8881984329,12593162.893791
1.01871977155E-06,0.0009990918,0.3639743979,0.4810223163,0.1296383953,0.1446862536,0.300492289,23.54,3084806.36453872,0.60125,775013.516204038,5.9277334887,0.8710921431,1.204557871,0.8473333333,9.47,30.7257862274,27734083.136081,2426609.10806012,23.7553012256,14326737.6625017
1.03923398189E-06,2.76678313294E-07,0.2730882367,0.522153391,0.1135596838,0.116415842,0.2616967848,24.16,2844464.75098143,0.6122941176,758126.054582137,5.9999861527,0.8648252494,1.1999670194,0.8706666667,9.6,30.9916676634,26617386.4455002,2305530.89330945,24.1708054368,12958551.7539996
1.08572276681E-06,0.2954879516,0.660971926,0.4648961007,0.0122014222,0.106301746,0.0020328302,27.64,2605878.78728722,0.6647352941,759483.563221004,6.4745550561,0.9046212845,1.2984774143,0.9873333333,10.67,35.4360664713,24747817.4080748,2068727.25526046,25.5429640368,11935506.7648613
1.09756721309E-06,6.97206029328E-06,0.4410014322,0.4771368914,0.1739305764,0.1997009439,0.4022765474,21.82,2552867.35820208,0.5710147059,640698.084381445,6.2983348318,0.8856796879,1.2333222818,0.7926666667,8.83,29.1604744525,23363945.8981006,2002331.39976674,23.1972379904,11784616.9913786
0.000001122,2.98315849306E-07,0.3509022424,0.4824381051,0.1300631621,0.1566326413,0.3391360304,22.98,2636795.51748994,0.5872794118,702832.910578596,5.8595608558,0.8757847117,1.2150904647,0.8306666667,9.33,30.7232542853,25060142.2191355,2087301.43446485,23.5754245467,12205536.7458873
1.17331358083E-06,0.0003710473,0.9166975531,0.8173455069,0.7117286995,0.6676213623,0.858844645,8.28,1655365.88470489,0.2833970588,259331.94873266,4.839046065,0.7787894033,1.0103121372,0.3266666667,4.05,14.2598372718,13767008.7121963,1238198.9192004,14.6198026936,7579039.55602509
1.19830259509E-06,8.88490556456E-06,0.0102371801,0.6724529042,0.0369662107,0.008631503,0.0213951027,27.12,2461931.38863943,0.6584852941,707117.136450854,6.0291148851,0.8431366587,1.2396538545,0.9693333333,10.49,34.7172194912,23365869.94707,1954366.74596798,25.5990251138,11094093.4941863
1.25276355235E-06,0.0008156723,0.331530199,0.5165327959,0.0956098932,0.1285573118,0.2519260349,24.36,2389489.24687873,0.6104852941,638117.411684049,6.1340670718,0.8662326631,1.2415036693,0.878,9.63,31.5933537856,22032609.7028021,1882056.1609635,23.7160799594,11012614.2697844
1.27514909619E-06,4.98247299117E-05,0.9498193027,0.8848247675,0.834572846,0.8097298206,0.9332631156,4.58,1069695.97960421,0.18525,153546.11973595,3.495986347,0.5848793447,0.7065971019,0.1886666667,2.52,8.9449473682,8258283.10215513,776721.184322761,9.8967487159,4890190.89968329
1.32867919434E-06,0.0031567057,0.7490129731,0.5629229215,0.2956442862,0.2910427003,0.4517082517,20.38,2121853.77797549,0.5208235294,465009.109128643,6.2607736708,0.8562477139,1.2530577079,0.7433333333,8.03,28.09686133,18918819.8097251,1664324.75995711,21.3642389552,10068987.1784037
1.37909824882E-06,2.63067173119E-05,0.7673452861,0.7282906116,0.5382153497,0.5139206672,0.7424587457,12.46,2007652.48341294,0.4126470588,374314.460393003,5.852974137,0.8807638653,1.1919629034,0.474,5.98,20.0539724456,16767507.5883827,1525259.84461665,18.7019501435,9356362.29747018
1.38136198884E-06,0.1243983662,0.7461649866,0.483793837,0.0211153768,0.1264684243,4.77643466715E-22,27.32,1767554.27668854,0.6663235294,520406.58117491,6.2395829726,0.9040920003,1.2590580747,0.9766666667,10.76,35.0523354349,17009138.765053,1434610.14753348,25.4951675946,8049134.60804631
1.43265703919E-06,0.0004617508,0.1558196629,0.6008387448,0.0788610768,0.0627584775,0.1433329271,25.84,2094005.70270432,0.6386029412,580231.83212832,6.0495768121,0.8556758593,1.226819584,0.9273333333,10.09,33.2518269889,19930922.5104497,1654096.5048294,24.4467344833,9402353.6904129
0.000001473,0.0083759795,0.6956938898,0.477898295,0.1290424283,0.1839503943,0.1938598429,25.26,1859815.86389326,0.61825,493055.057371911,6.2238792319,0.8865893833,1.2412934617,0.908,9.75,32.6258420006,17138498.6056648,1467623.25455862,24.1785571351,8636502.56455696
1.512630625E-06,0.000000144,0.234297402,0.5537051529,0.0910803208,0.0924091405,0.217885599,24.92,1986724.19130533,0.6173970588,530263.093457833,6.2838203186,0.8642886705,1.2698045015,0.8973333333,9.85,32.2539845955,18573901.6469866,1579234.39278216,24.1639457053,9180001.87738668
1.57073515135E-06,8.75931011305E-07,0.6862622167,0.6250399859,0.3866699106,0.3955750457,0.644658608,16.1,1681098.00834999,0.4913823529,370575.923332544,6.0838727661,0.9052022315,1.2285560731,0.5966666667,7.12,24.1105887596,14776639.3142732,1319327.38098377,20.6875798064,7896344.952569
0.000001649,0.0001185423,0.2173104146,0.5677557678,0.0798916045,0.0838410791,0.1961977154,25.08,2016459.6163069,0.6368970588,559380.135472604,6.1039580975,0.8650167292,1.2300235018,0.9,10.11,32.3813607503,18724307.2942238,1580672.26463735,24.6633176156,9155877.30392084
1.67707843129E-06,1.22853159233E-07,0.0046401872,0.6628532738,0.0241250669,0.0011454409,0.0039108191,27.5,1782384.61266838,0.6710588235,507776.78102752,5.995491564,0.8367952049,1.2204485942,0.9833333333,10.81,34.907807718,16419690.5744413,1431959.20668778,25.7670718252,8167740.31017556
1.72719691831E-06,0.0905952478,0.4254125962,0.5220089203,0.0228036198,0.0719287077,0.0053839955,27.42,1614566.7042122,0.6613088235,498476.348137012,6.1456005106,0.8771358017,1.2335713858,0.9793333333,10.56,34.6926839462,16102254.1128247,1311403.59161198,25.529210264,7359271.23130564
1.77931669217E-06,0.0155771974,0.7885407453,0.5192601848,0.0806701259,0.155713963,0.0992226961,26.5,1488919.39502304,0.6372205882,392135.281082577,6.2899459152,0.9015266711,1.2510409409,0.9493333333,10.23,33.4866673134,13621422.2773773,1177697.35133467,24.7533563477,6875531.30719147
1.84526082833E-06,0.1005500504,0.5528348225,0.4741565514,0.0079528008,0.0927484418,0.0039108147,27.7,1604041.66602585,0.6665147059,482841.705395745,6.4434999722,0.8751310805,1.2672509359,0.9886666667,10.76,35.5245643276,15570948.6520745,1284610.76392243,26.0299103373,7252424.17713573
0.000001915,0.0019733002,0.701446909,0.5615818944,0.3155619369,0.3112612728,0.5098826412,19.76,1596337.43853599,0.5256470588,347126.689049396,6.3951252359,0.873641917,1.2735405306,0.722,8,27.4294237909,13920930.5205286,1237970.09287494,21.8294414026,7540690.31248996
1.97337868721E-06,0.0001959896,0.9442170894,0.8475808052,0.7734224827,0.7572628145,0.8985692754,5.9,1092440.18543365,0.2222941176,156211.133677632,4.1971019814,0.7000125353,0.8806212399,0.2393333333,2.92,11.1642897807,8249127.3594772,794873.892727052,12.1875534029,5188324.35227037
1.9756535345E-06,0.0219225052,0.4532856921,0.4970098448,0.0270114282,0.0917678324,0.0268800653,27.44,1522843.65900809,0.6712794118,452728.043162139,6.188961261,0.885818661,1.2443638147,0.9813333333,10.75,34.8974856958,14408316.2723848,1212144.03966307,25.8447645915,6958070.22939178
2.04807153361E-06,0.000002649,0.6441750463,0.6108647281,0.3444136089,0.3705714231,0.5951000316,16.82,1322497.59410445,0.5076176471,303329.565678781,5.9867183095,0.9007481365,1.2161432373,0.6206666667,7.47,24.2557416969,11987117.8119177,1034737.35512454,21.8069793071,6096627.33743745
2.10884544993E-06,0.0015970385,0.3072867635,0.5488588924,0.1141552696,0.1098134455,0.2298527696,24.7,1267639.46272119,0.6268970588,354713.493545881,6.3078894439,0.8514693999,1.2534148627,0.8886666667,9.85,32.5492490003,11985424.7188825,1023015.15158359,23.9723834348,5666360.32806719
2.1862788301E-06,0.0001477819,0.5492979399,0.5004247764,0.2433664082,0.2795815597,0.4964982511,19.66,1274191.42426679,0.5354705882,291407.246294125,6.1813148241,0.8698788799,1.2560169813,0.7173333333,8.2,27.7972796097,11467210.7962367,1012799.9199597,22.4659370508,5899199.63485465
2.25646284756E-06,4.89842584452E-07,0.3257601826,0.5019964286,0.1039576508,0.1371035353,0.2855019737,23.84,1329815.96654541,0.6105147059,345237.462340171,6.0811065324,0.8861965473,1.2327447332,0.86,9.55,31.0272786415,12166333.5418756,1045110.17717636,24.115427791,6247467.76731128
2.30580473227E-06,1.27270917217E-07,0.8563136933,0.7832562767,0.6402387416,0.6099586956,0.8136869306,9.74,907543.199756184,0.3378088235,142848.664815799,5.4764619547,0.8193439375,1.1082815432,0.376,4.72,16.4404521574,7410222.16532528,692297.097050913,16.4611397666,4275641.32261742
2.41087852163E-06,1.19336887612E-07,0.0663058488,0.6353777308,0.0392478247,0.0301125654,0.0708227703,26.9,1345143.69815317,0.6500882353,383582.0474245,6.016259879,0.842623247,1.2259096488,0.9633333333,10.49,33.8660534212,12727857.3782528,1064653.61086263,25.1269056799,6066232.79085711
2.50546381991E-06,0.0114480036,0.2097040258,0.5933559255,0.0419383507,0.0476217718,0.0355510846,27.06,1073104.89154912,0.6497205882,307707.65269432,6.2424120047,0.8433049242,1.2408731248,0.9686666667,10.57,34.4299168371,10242482.0919781,874037.088012042,25.0669779903,4825331.73818919
2.56756492524E-06,0.0134271139,0.4616542507,0.5069133492,0.0700048103,0.1064158852,0.093865426,26.52,1129969.60710714,0.653,315877.302277631,6.3473222888,0.8788539673,1.2699628794,0.9493333333,10.35,34.3836063083,10535364.2537915,889136.789295097,25.2180805228,5127713.17123654
2.62982655527E-06,5.36756096253E-06,0.8805322029,0.8220951122,0.728266132,0.6950933031,0.8821960448,7.22,835224.630892757,0.27925,138386.211825469,4.7308554779,0.7650377323,0.9690552842,0.2853333333,3.86,13.3010189937,6678020.39420113,621064.095558684,14.1619472999,3891257.94495344
2.72417015963E-06,1.70197763742E-07,0.3327618035,0.5061296233,0.1222991667,0.1420149217,0.3106664332,23.28,1217537.47156713,0.59175,313223.212624462,6.2797248585,0.8704098378,1.2421904721,0.84,9.28,30.9220776362,11145409.1714035,962112.410423419,23.9725751585,5634968.14634369
2.76345730292E-06,0.0172439639,0.8540371523,0.5458235084,0.1056621205,0.1868153041,0.1165657258,26.14,1029807.99674789,0.6506029412,287665.564918984,6.1616917804,0.9150558986,1.2184904068,0.938,10.34,33.728194263,9658264.36312846,808227.617518073,24.9962406861,4786041.3079818
2.82908736822E-06,1.06450043576E-07,0.6496900001,0.6180725485,0.3820442136,0.3832593778,0.6465198032,16.3,1030706.69428447,0.48925,224422.098886959,6.2348467643,0.882334737,1.2402127262,0.6053333333,7.15,23.7416771902,9085821.3057868,797698.921402113,20.7369591456,4873146.53258154
2.98863097239E-06,4.33714493206E-07,0.9759574288,0.9424802839,0.9074578114,0.9057773564,0.9554090372,2.42,243250.548963783,0.0862647059,36663.4242878399,1.769489122,0.3009899098,0.3526475254,0.1006666667,1.17,4.4177591573,1826732.30260708,175424.433474477,5.1160364429,1102692.47083381
